project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,load_zone
cci_aut_10,internal_combustion_natural_gas,01-central,10.3,0,,,7.4,1.1,A_partir_de_2019,1.1,,,997,optimization,g,natural_gas,31-central
cci_aut_11,internal_combustion_natural_gas,07-peninsular,10.3,0,,,7.4,1,A_partir_de_2019,1,,,998,optimization,g_penin,natural_gas,42-merida
cci_aut_12,internal_combustion_diesel,06-noreste,10.3,0,,,7.4,1.7,A_partir_de_2019,1.7,,,999,optimization,d_naciona,diesel,16-monterrey
cci_aut_13,internal_combustion_natural_gas,06-noreste,10.3,0,,,7.4,0.7,A_partir_de_2019,0.7,,,1000,optimization,gn_altam,natural_gas,21-guemez
cci_aut_14,internal_combustion_diesel,08-baja_california,10.3,0,,,7.4,0.9,A_partir_de_2019,0.9,,,1001,optimization,d_bcn,diesel,48-mexicali
cci_aut_15,internal_combustion_diesel,01-central,10.3,0,,,7.4,5.5,A_partir_de_2019,5.5,,,1002,optimization,d_naciona,diesel,31-central
cci_cfe_01,internal_combustion_fuel_oil,09-baja_california_sur,8,0,,,7.4,46.9,2016,46.9,,,1003,firm_project,c_n_vizc,fuel_oil,51-la_paz
cci_cfe_04,internal_combustion_fuel_oil,09-baja_california_sur,8,0,,,7.4,42.3,2018,42.3,,,1004,firm_project,c_n_vizc,fuel_oil,51-la_paz
cci_cfe_02,internal_combustion_fuel_oil,10-baja_california_sur-mulege,9.1,0,,,7.4,11,2016,11,,,1005,firm_project,c_n_vizc,fuel_oil,53-mulege
cci_cfe_03,internal_combustion_fuel_oil,10-baja_california_sur-mulege,10.3,0,,,7.4,7.5,2016,7.5,,,1006,firm_project,c_n_vizc,fuel_oil,53-mulege
cci_cfe_05,internal_combustion_fuel_oil,10-baja_california_sur-mulege,10.3,0,,,7.4,13,2018,13,,,1007,firm_project,c_n_vizc,fuel_oil,53-mulege
cci_gen_01,internal_combustion_natural_gas,05-norte,10.3,0,,,7.4,7.3,2016,7.3,,,1008,firm_project,zzon_nort,natural_gas,09-chihuahua
cci_gen_02,internal_combustion_natural_gas,03-occidental,10.3,0,,,7.4,2.4,2016,2.4,,,1009,firm_project,g_sauzqro,natural_gas,30-queretaro
cci_gen_03,internal_combustion_natural_gas,01-central,10.3,0,,,7.4,2.4,A_partir_de_2019,2.4,,,1010,optimization,g,natural_gas,31-central
cci_gen_04,internal_combustion_natural_gas,03-occidental,10.3,0,,,7.4,3.6,A_partir_de_2019,3.6,,,1011,optimization,g_sauzqro,natural_gas,26-salamanca
cci_gen_05,internal_combustion_natural_gas,01-central,10.3,0,,,7.4,2.4,A_partir_de_2019,2.4,,,1012,optimization,g,natural_gas,31-central
cci_gen_06,internal_combustion_natural_gas,06-noreste,10.3,0,,,7.4,5.4,A_partir_de_2019,5.4,,,1013,optimization,g_ahnrr,natural_gas,16-monterrey
cci_gen_07,internal_combustion_natural_gas,05-norte,10.3,0,,,7.4,5.4,A_partir_de_2019,5.4,,,1014,optimization,zzon_nort,natural_gas,11-laguna
cci_gen_08,internal_combustion_natural_gas,05-norte,8,0,,,7.4,99.5,A_partir_de_2019,99.5,,,1015,optimization,zzon_nort,natural_gas,09-chihuahua
cci_gen_09,internal_combustion_natural_gas,06-noreste,10.3,0,,,7.4,1.8,A_partir_de_2019,1.8,,,1016,optimization,g_ahnrr,natural_gas,12-rio_escondido
cci_gen_10,internal_combustion_natural_gas,02-oriental,10.3,0,,,7.4,20,A_partir_de_2019,20,,,1017,optimization,g_slorp,natural_gas,34-puebla
cci_gen_11,internal_combustion_natural_gas,06-noreste,10.3,0,,,7.4,4.5,A_partir_de_2019,4.5,,,1018,optimization,g_ahnrr,natural_gas,12-rio_escondido
cci_pp_01,internal_combustion_natural_gas,03-occidental,10.3,0,,,7.4,27.4,A_partir_de_2019,27.4,,,1019,optimization,g_sauzqro,natural_gas,24-aguascalientes
cci_pp_02,internal_combustion_natural_gas,03-occidental,8,0,,,7.4,37,A_partir_de_2019,37,,,1020,optimization,g_sauzqro,natural_gas,23-guadalajara
cci_pp_03,internal_combustion_natural_gas,03-occidental,8,0,,,7.4,34.7,A_partir_de_2019,34.7,,,1021,optimization,g_sauzqro,natural_gas,24-aguascalientes
cci_pp_04,internal_combustion_natural_gas,03-occidental,8,0,,,7.4,37,A_partir_de_2019,37,,,1022,optimization,g_sauzqro,natural_gas,23-guadalajara
ce_aut_74,eolic,02-oriental,0,0,,,0,59.9,2019,59.9,,,1023,firm_project,,,40-ixtepec
ce_aut_45,eolic,06-noreste,0,0,,,0,25,2020,25,,,1024,firm_project,,,15-matamoros
ce_aut_34,eolic,06-noreste,0,0,,,0,35,2020,35,,,1025,firm_project,,,15-matamoros
ce_aut_46,eolic,06-noreste,0,0,,,0,15,2020,15,,,1026,firm_project,,,15-matamoros
ce_aut_75,eolic,06-noreste,0,0,,,0,21,2020,21,,,1027,firm_project,,,15-matamoros
ce_aut_47,eolic,06-noreste,0,0,,,0,15,2020,15,,,1028,firm_project,,,15-matamoros
ce_aut_04,eolic,06-noreste,0,0,,,0,12.5,2016,12.5,,,1029,firm_project,,,21-guemez
ce_aut_48,eolic,06-noreste,0,0,,,0,16.5,2020,16.5,,,1030,firm_project,,,15-matamoros
ce_aut_07,eolic,06-noreste,0,0,,,0,12.5,2016,12.5,,,1031,firm_project,,,21-guemez
ce_aut_49,eolic,06-noreste,0,0,,,0,29.2,2020,29.2,,,1032,firm_project,,,21-guemez
ce_aut_36,eolic,02-oriental,0,0,,,0,30,2019,30,,,1033,firm_project,,,40-ixtepec
ce_aut_37,eolic,02-oriental,0,0,,,0,89.9,2019,89.9,,,1034,firm_project,,,40-ixtepec
ce_aut_39,eolic,06-noreste,0,0,,,0,42.7,2020,42.7,,,1035,firm_project,,,15-matamoros
ce_aut_61,eolic,02-oriental,0,0,,,0,118.7,2018,118.7,,,1036,firm_project,,,40-ixtepec
ce_aut_25,eolic,03-occidental,0,0,,,0,19.3,2016,19.3,,,1037,firm_project,,,24-aguascalientes
ce_aut_72,eolic,03-occidental,0,0,,,0,10.6,2017,10.6,,,1038,firm_project,,,24-aguascalientes
ce_aut_58,eolic,02-oriental,0,0,,,0,59.9,2019,59.9,,,1039,firm_project,,,40-ixtepec
ce_aut_13,eolic,06-noreste,0,0,,,0,50.1,2016,50.1,,,1040,firm_project,,,17-saltillo
ce_aut_71,eolic,02-oriental,0,0,,,0,6,2016,6,,,1041,firm_project,,,39-grijalva
ce_aut_17,eolic,03-occidental,0,0,,,0,27,2016,27,,,1042,firm_project,,,24-aguascalientes
ce_aut_53,eolic,06-noreste,0,0,,,0,42,2020,42,,,1043,firm_project,,,15-matamoros
ce_aut_54,eolic,06-noreste,0,0,,,0,18.2,2020,18.2,,,1044,firm_project,,,21-guemez
ce_aut_55,eolic,06-noreste,0,0,,,0,15,2020,15,,,1045,firm_project,,,21-guemez
ce_aut_40,eolic,06-noreste,0,0,,,0,14.2,2020,14.2,,,1046,firm_project,,,21-guemez
ce_aut_41,eolic,06-noreste,0,0,,,0,14.2,2020,14.2,,,1047,firm_project,,,21-guemez
ce_aut_56,eolic,06-noreste,0,0,,,0,36.2,2020,36.2,,,1048,firm_project,,,21-guemez
ce_aut_33,eolic,06-noreste,0,0,,,0,17.5,2016,17.5,,,1049,firm_project,,,17-saltillo
ce_aut_73,eolic,06-noreste,0,0,,,0,17.5,2017,17.5,,,1050,firm_project,,,17-saltillo
ce_aut_44,eolic,02-oriental,0,0,,,0,21,2019,21,,,1051,firm_project,,,40-ixtepec
ce_aut_82,eolic,06-noreste,0,0,,,0,14.5,A_partir_de_2019,14.5,,,1052,optimization,,,21-guemez
ce_aut_83,eolic,06-noreste,0,0,,,0,6.5,A_partir_de_2019,6.5,,,1053,optimization,,,21-guemez
ce_aut_84,eolic,06-noreste,0,0,,,0,15,A_partir_de_2019,15,,,1054,optimization,,,21-guemez
ce_aut_85,eolic,06-noreste,0,0,,,0,17.2,A_partir_de_2019,17.2,,,1055,optimization,,,15-matamoros
ce_aut_38,eolic,02-oriental,0,0,,,0,45,A_partir_de_2019,45,,,1056,optimization,,,40-ixtepec
ce_aut_78,eolic,06-noreste,0,0,,,0,50,A_partir_de_2019,50,,,1057,optimization,,,12-rio_escondido
ce_aut_68,eolic,03-occidental,0,0,,,0,22.9,A_partir_de_2019,22.9,,,1058,optimization,,,24-aguascalientes
ce_aut_86,eolic,03-occidental,0,0,,,0,14.1,A_partir_de_2019,14.1,,,1059,optimization,,,25-san_luis_potosi
ce_aut_80,eolic,06-noreste,0,0,,,0,12.5,A_partir_de_2019,12.5,,,1060,optimization,,,16-monterrey
ce_aut_87,eolic,05-norte,0,0,,,0,30.1,A_partir_de_2019,30.1,,,1061,optimization,,,10-durango
ce_aut_76,eolic,03-occidental,0,0,,,0,11.4,A_partir_de_2019,11.4,,,1062,optimization,,,24-aguascalientes
ce_aut_12,eolic,03-occidental,0,0,,,0,9.6,A_partir_de_2019,9.6,,,1063,optimization,,,24-aguascalientes
ce_aut_69,eolic,03-occidental,0,0,,,0,9.4,A_partir_de_2019,9.4,,,1064,optimization,,,30-queretaro
ce_aut_88,eolic,07-peninsular,0,0,,,0,21,A_partir_de_2019,21,,,1065,optimization,,,42-merida
ce_aut_77,eolic,02-oriental,0,0,,,0,21,A_partir_de_2019,21,,,1066,optimization,,,40-ixtepec
ce_aut_27,eolic,03-occidental,0,0,,,0,6,A_partir_de_2019,6,,,1067,optimization,,,24-aguascalientes
ce_aut_89,eolic,02-oriental,0,0,,,0,15,A_partir_de_2019,15,,,1068,optimization,,,32-poza_rica
ce_aut_70,eolic,03-occidental,0,0,,,0,6,A_partir_de_2019,6,,,1069,optimization,,,24-aguascalientes
ce_aut_90,eolic,06-noreste,0,0,,,0,12.4,A_partir_de_2019,12.4,,,1070,optimization,,,18-valles
ce_aut_91,eolic,06-noreste,0,0,,,0,21.4,A_partir_de_2019,21.4,,,1071,optimization,,,18-valles
ce_aut_92,eolic,06-noreste,0,0,,,0,15.7,A_partir_de_2019,15.7,,,1072,optimization,,,18-valles
ce_aut_63,eolic,06-noreste,0,0,,,0,10,A_partir_de_2019,10,,,1073,optimization,,,16-monterrey
ce_aut_16,eolic,08-baja_california,0,0,,,0,7.5,A_partir_de_2019,7.5,,,1074,optimization,,,48-mexicali
ce_aut_93,eolic,02-oriental,0,0,,,0,12,A_partir_de_2019,12,,,1075,optimization,,,33-veracruz
ce_aut_94,eolic,07-peninsular,0,0,,,0,21,A_partir_de_2019,21,,,1076,optimization,,,42-merida
ce_aut_64,eolic,02-oriental,0,0,,,0,0.6,A_partir_de_2019,0.6,,,1077,optimization,,,40-ixtepec
ce_aut_65,eolic,02-oriental,0,0,,,0,89.9,A_partir_de_2019,89.9,,,1078,optimization,,,40-ixtepec
ce_aut_95,eolic,06-noreste,0,0,,,0,40.2,A_partir_de_2019,40.2,,,1079,optimization,,,21-guemez
ce_aut_96,eolic,03-occidental,0,0,,,0,15.7,A_partir_de_2019,15.7,,,1080,optimization,,,25-san_luis_potosi
ce_aut_79,eolic,06-noreste,0,0,,,0,12.5,A_partir_de_2019,12.5,,,1081,optimization,,,17-saltillo
ce_aut_18,eolic,08-baja_california,0,0,,,0,18,A_partir_de_2019,18,,,1082,optimization,,,46-tijuana
ce_aut_81,eolic,06-noreste,0,0,,,0,74.9,A_partir_de_2019,74.9,,,1083,optimization,,,16-monterrey
ce_aut_62,eolic,03-occidental,0,0,,,0,4.5,A_partir_de_2019,4.5,,,1084,optimization,,,30-queretaro
ce_aut_67,eolic,04-noroeste,0,0,,,0,57.9,A_partir_de_2019,57.9,,,1085,optimization,,,02-cananea
ce_aut_20,eolic,06-noreste,0,0,,,0,62.4,A_partir_de_2019,62.4,,,1086,optimization,,,16-monterrey
ce_aut_30,eolic,06-noreste,0,0,,,0,50,A_partir_de_2019,50,,,1087,optimization,,,12-rio_escondido
ce_aut_59,eolic,06-noreste,0,0,,,0,37.5,A_partir_de_2019,37.5,,,1088,optimization,,,12-rio_escondido
ce_aut_97,eolic,02-oriental,0,0,,,0,45,A_partir_de_2019,45,,,1089,optimization,,,32-poza_rica
ce_aut_98,eolic,05-norte,0,0,,,0,50,A_partir_de_2019,50,,,1090,optimization,,,11-laguna
ce_aut_21,eolic,06-noreste,0,0,,,0,12.5,A_partir_de_2019,12.5,,,1091,optimization,,,17-saltillo
ce_aut_99,eolic,02-oriental,0,0,,,0,45,A_partir_de_2019,45,,,1092,optimization,,,34-puebla
ce_aut_100,eolic,02-oriental,0,0,,,0,45,A_partir_de_2019,45,,,1093,optimization,,,34-puebla
ce_aut_42,eolic,02-oriental,0,0,,,0,3,A_partir_de_2019,3,,,1094,optimization,,,40-ixtepec
ce_aut_03,eolic,02-oriental,0,0,,,0,4.5,A_partir_de_2019,4.5,,,1095,optimization,,,40-ixtepec
ce_aut_57,eolic,07-peninsular,0,0,,,0,27.7,2018,27.7,,,1096,auction_projects,,,42-merida
ce_aut_50,eolic,06-noreste,0,0,,,0,42,2018,42,,,1097,auction_projects,,,14-reynosa
ce_cfe_02,eolic,02-oriental,0,0,,,0,85.5,2019,85.5,,,1098,firm_project,,,40-ixtepec
ce_cfe_03,eolic,02-oriental,0,0,,,0,90,2019,90,,,1099,firm_project,,,40-ixtepec
ce_cfe_05,eolic,08-baja_california,0,0,,,0,25,A_partir_de_2019,25,,,1100,optimization,,,46-tijuana
ce_cfe_06,eolic,08-baja_california,0,0,,,0,25,A_partir_de_2019,25,,,1101,optimization,,,46-tijuana
ce_cfe_07,eolic,08-baja_california,0,0,,,0,25,A_partir_de_2019,25,,,1102,optimization,,,46-tijuana
ce_exp_01,eolic,08-baja_california,0,0,,,0,75.1,A_partir_de_2019,75.1,,,1103,optimization,,,46-tijuana
ce_gen_02,eolic,02-oriental,0,0,,,0,15.1,2019,15.1,,,1104,firm_project,,,32-poza_rica
ce_gen_01,eolic,03-occidental,0,0,,,0,10.5,2017,10.5,,,1105,firm_project,,,24-aguascalientes
ce_gen_03,eolic,03-occidental,0,0,,,0,12.4,A_partir_de_2019,12.4,,,1106,optimization,,,24-aguascalientes
ce_gen_04,eolic,03-occidental,0,0,,,0,37.5,A_partir_de_2019,37.5,,,1107,optimization,,,25-san_luis_potosi
